chromosome,probe_id_id,n_patients_with_probe
chr15,cg13033086,8894
chr15,cg13042808,8895
chr15,cg13076732,8895
chr15,cg13103179,8895
chr15,cg13105599,8895
chr15,cg13108397,8894
chr15,cg13163521,8895
chr15,cg13163919,8895
chr15,cg13165992,8895
chr15,cg13193848,8895
chr15,cg13216022,8892
chr15,cg13297560,8893
chr15,cg13331691,8895
chr15,cg13410000,8894
chr15,cg13422654,8895
chr15,cg13427473,8895
chr15,cg13492803,8893
chr15,cg13497475,8894
chr15,cg13590336,8895
chr15,cg13625631,8895
chr15,cg13637733,10978
chr15,cg13749070,8895
chr15,cg13756898,8893
chr15,cg13773705,8895
chr15,cg13809469,8894
chr15,cg13812291,8895
chr15,cg13883633,8895
chr15,cg13907424,8895
chr15,cg13912196,8895
chr15,cg13933279,8895
chr15,cg13947995,8893
chr15,cg13964393,8876
chr15,cg13989854,8895
chr15,cg14005384,8893
chr15,cg14086642,8895
chr15,cg14155397,10974
chr15,cg14231966,8895
chr15,cg14302904,8895
chr15,cg14303079,8892
chr15,cg14384532,10978
chr15,cg14424631,8895
chr15,cg14473904,8894
chr15,cg14480343,8894
chr15,cg14507132,8895
chr15,cg14517126,8895
chr15,cg14538319,8895
chr15,cg14556189,10978
chr15,cg14559494,8895
chr15,cg14568338,10979
chr15,cg14605150,8894
chr15,cg14785018,8895
chr15,cg14795119,8895
chr15,cg14829066,8895
chr15,cg14851263,8894
chr15,cg14903685,8895
chr15,cg15029935,8895
chr15,cg15038331,8895
chr15,cg15085879,8895
chr15,cg15183258,8873
chr15,cg15202245,8895
chr15,cg15283164,8895
chr15,cg15330654,8895
chr15,cg15375596,8895
chr15,cg15460872,8895
chr15,cg15484899,8894
chr15,cg15529727,8893
chr15,cg15568960,8893
chr15,cg15674596,8894
chr15,cg15723784,8892
chr15,cg15744134,8894
chr15,cg15769724,8895
chr15,cg15799109,8893
chr15,cg15837109,8895
chr15,cg15840949,8895
chr15,cg15903819,8895
chr15,cg15924985,8895
chr15,cg16034669,8895
chr15,cg16039157,8895
chr15,cg16051421,8893
chr15,cg16065473,8894
chr15,cg16122750,7994
chr15,cg16232842,8895
chr15,cg16374663,8895
chr15,cg16556504,8895
chr15,cg16584662,8895
chr15,cg16623755,8894
chr15,cg16716320,8895
chr15,cg16735875,8895
chr15,cg16895464,8894
chr15,cg16918683,8895
chr15,cg16976547,8894
chr15,cg17051178,8893
chr15,cg17074431,8895
chr15,cg17082634,8895
chr15,cg17086370,8895
chr15,cg17092065,8895
chr15,cg17140034,7453
chr15,cg17156053,8895
chr15,cg17163607,8894
chr15,cg17165156,8895
chr15,cg17168328,8894
chr15,cg17169931,8894
chr15,cg17178280,8894
chr15,cg17184477,8895
chr15,cg17208363,10911
chr15,cg17297216,8891
chr15,cg17375167,8895
chr15,cg17386689,8895
chr15,cg17396638,8895
chr15,cg17396978,8892
chr15,cg17398825,8895
chr15,cg17447014,8894
chr15,cg17467550,8894
chr15,cg17516963,8894
chr15,cg17520681,8895
chr15,cg17796043,8895
chr15,cg17805752,8893
chr15,cg17827208,8895
chr15,cg17830812,8895
chr15,cg17848615,8895
chr15,cg17859659,8895
chr15,cg17883068,8891
chr15,cg17891123,10978
chr15,cg17894803,8895
chr15,cg17895157,8895
chr15,cg17925542,2117
chr15,cg17955420,8895
chr15,cg17972789,8895
chr15,cg18039797,8895
chr15,cg18055585,8895
chr15,cg18074820,8895
chr15,cg18117669,8589
chr15,cg18136895,8895
chr15,cg18145505,10964
chr15,cg18158670,8895
chr15,cg18168740,8895
chr15,cg18194957,8894
chr15,cg18202336,8894
chr15,cg18313083,8894
chr15,cg18358621,8895
chr15,cg18542304,8895
chr15,cg18548879,8894
chr15,cg18555073,8893
chr15,cg18556005,8895
chr15,cg18585940,8895
chr15,cg18594785,8895
chr15,cg18603446,8895
chr15,cg18643215,8894
chr15,cg18661868,10973
chr15,cg18696027,8894
chr15,cg18728699,8895
chr15,cg18763223,8894
chr15,cg18768283,10979
chr15,cg18772882,8895
chr15,cg18863296,8895
chr15,cg18926021,8895
chr15,cg18942110,8895
chr15,cg18958684,8895
chr15,cg19134665,8894
chr15,cg19144497,8895
chr15,cg19169023,8895
chr15,cg19187486,10979
chr15,cg19193595,8895
chr15,cg19322380,8894
chr15,cg19330334,8895
chr15,cg19348484,8895
chr15,cg19394101,8893
chr15,cg19394923,8895
chr15,cg19404757,8895
chr15,cg19562400,8895
chr15,cg19620752,8895
chr15,cg19630841,8895
chr15,cg19674091,8866
chr15,cg19674178,8884
chr15,cg19679123,8895
chr15,cg19698416,8894
chr15,cg19781109,8890
chr15,cg19817995,8895
chr15,cg19818642,8895
chr15,cg19847514,8895
chr15,cg19911362,10979
chr15,cg19928692,8895
chr15,cg19935481,8895
chr15,cg19946085,8893
chr15,cg19947611,8895
chr15,cg19963768,8895
chr15,cg19991458,8895
chr15,cg20041152,8895
chr15,cg20072245,8895
chr15,cg20239485,8894
chr15,cg20253856,8895
chr15,cg20258580,8895
chr15,cg20259534,10973
chr15,cg20277260,8895
chr15,cg20353227,8895
chr15,cg20359524,8893
chr15,cg20380368,8895
chr15,cg20388729,8895
chr15,cg20479870,8895
chr15,cg20484306,10978
chr15,cg20555018,8894
chr15,cg20563447,8895
chr15,cg20664238,8895
chr15,cg20668887,8895
chr15,cg20721338,8895
chr15,cg20820622,8895
chr15,cg20856453,8892
chr15,cg20918218,8888
chr15,cg20941534,8895
chr15,cg21036936,8893
chr15,cg21043764,8895
chr15,cg21070009,8895
chr15,cg21207686,8895
chr15,cg21245492,8893
chr15,cg21245875,8895
chr15,cg21276535,8894
chr15,cg21296230,10978
chr15,cg21345510,8895
chr15,cg21348526,8895
chr15,cg21446345,8895
chr15,cg21465754,10978
chr15,cg21477530,8895
chr15,cg21478137,8895
chr15,cg21501518,8894
chr15,cg21541477,8895
chr15,cg21555346,8895
chr15,cg21572688,8895
chr15,cg21668803,8895
chr15,cg21670199,8895
chr15,cg21696781,8895
chr15,cg21704381,8895
chr15,cg21746425,8895
chr15,cg21791017,8895
chr15,cg21791657,8893
chr15,cg21831937,8894
chr15,cg21867850,8895
chr15,cg21893314,8895
chr15,cg21924449,8895
chr15,cg21950208,8720
chr15,cg21956337,8894
chr15,cg22033823,8895
chr15,cg22129639,8894
chr15,cg22145651,8895
chr15,cg22187094,10978
chr15,cg22196191,8893
chr15,cg22375192,10650
chr15,cg22396498,8895
chr15,cg22422264,8895
chr15,cg22446709,8895
chr15,cg22528123,8875
chr15,cg22537334,8895
chr15,cg22546696,8894
chr15,cg22546721,8895
chr15,cg22580712,8875
chr15,cg22589511,8895
chr15,cg22677180,8895
chr15,cg22686731,8895
chr15,cg22690576,8895
chr15,cg22707999,8894
chr15,cg22708831,8895
chr15,cg22709601,8895
chr15,cg22713900,8895
chr15,cg22879270,8895
chr15,cg23024824,8894
chr15,cg23028286,8895
chr15,cg23029506,8892
chr15,cg23039580,8895
chr15,cg23085704,8895
chr15,cg23091737,8895
chr15,cg23121096,8895
chr15,cg23131007,10979
chr15,cg23164054,8895
chr15,cg23208881,10978
chr15,cg23287547,10979
chr15,cg23339449,8895
chr15,cg23397427,8895
chr15,cg23397523,8895
chr15,cg23480821,8894
chr15,cg23504246,10977
chr15,cg23536830,8895
chr15,cg23603197,8895
chr15,cg23678322,8895
chr15,cg23681489,8895
chr15,cg23709782,8895
chr15,cg23731272,8893
chr15,cg23839687,8895
chr15,cg23900712,8895
chr15,cg23990557,8895
chr15,cg24032190,8895
chr15,cg24122407,8891
chr15,cg24134304,8894
chr15,cg24147582,8893
chr15,cg24216889,8894
chr15,cg24221715,8895
chr15,cg24234845,8895
chr15,cg24251942,8894
chr15,cg24259688,8891
chr15,cg24359188,8895
chr15,cg24365117,8895
chr15,cg24374636,8894
chr15,cg24449302,8892
chr15,cg24451981,8893
chr15,cg24479965,8895
chr15,cg24493548,8895
chr15,cg24502047,8895
chr15,cg24584161,8895
chr15,cg24586657,8895
chr15,cg24591861,8895
chr15,cg24600221,8779
chr15,cg24620418,8886
chr15,cg24621607,8894
chr15,cg24666790,8895
chr15,cg24783019,8816
chr15,cg24784129,8894
chr15,cg24856258,8895
chr15,cg24888049,10979
chr15,cg24990808,8895
chr15,cg24995652,8895
chr15,cg25005357,8895
chr15,cg25009366,8895
chr15,cg25038283,8895
chr15,cg25132226,8892
chr15,cg25198579,8895
chr15,cg25242556,8895
chr15,cg25298161,8895
chr15,cg25345805,8895
chr15,cg25404375,8895
chr15,cg25404597,8894
chr15,cg25547520,8830
chr15,cg25594736,8895
chr15,cg25597267,8895
chr15,cg25601829,8895
chr15,cg25639557,8895
chr15,cg25647583,8894
chr15,cg25653141,8893
chr15,cg25667074,8895
chr15,cg25688583,8881
chr15,cg25699759,8895
chr15,cg25707951,8876
chr15,cg25709679,8892
chr15,cg25710630,8895
chr15,cg25826226,8895
chr15,cg25830379,8894
chr15,cg25857018,8895
chr15,cg25859812,8894
chr15,cg25868793,8895
chr15,cg25875908,8895
chr15,cg25906537,8893
chr15,cg25913147,8895
chr15,cg25934944,8895
chr15,cg25947121,8894
chr15,cg26135134,8895
chr15,cg26158180,8895
chr15,cg26182254,8894
chr15,cg26231582,8894
chr15,cg26232187,10979
chr15,cg26272088,8894
chr15,cg26304213,8891
chr15,cg26329756,8895
chr15,cg26377677,10979
chr15,cg26405020,8895
chr15,cg26430287,8895
chr15,cg26471610,8895
chr15,cg26487088,8895
chr15,cg26548311,8895
chr15,cg26577252,8895
chr15,cg26694290,8895
chr15,cg26705930,8895
chr15,cg26727488,8895
chr15,cg26741380,8895
chr15,cg26741667,8894
chr15,cg26810157,8894
chr15,cg26821196,8895
chr15,cg26827081,8895
chr15,cg26844732,8895
chr15,cg26861525,8894
chr15,cg26876701,8895
chr15,cg26899598,8894
chr15,cg26913446,8895
chr15,cg26971042,8895
chr15,cg27021986,8895
chr15,cg27034819,8894
chr15,cg27039983,8894
chr15,cg27119612,8855
chr15,cg27130493,8895
chr15,cg27139419,8895
chr15,cg27188447,8894
chr15,cg27302576,8895
chr15,cg27326687,8895
chr15,cg27329848,8895
chr15,cg27340001,8895
chr15,cg27380503,8895
chr15,cg27388966,8894
chr15,cg27396346,8895
chr15,cg27434233,8895
chr15,cg27438980,8895
chr15,cg27494383,10978
chr15,cg27496526,8895
chr15,cg27505504,8895
chr15,cg27534520,8895
chr15,cg27576615,8895
chr15,ch.15.1632650F,8894
chr15,ch.15.406975R,8879
chr15,ch.15.492843F,8894
chr2,cg25758828,8895
chr4,cg00022858,8895
chr4,cg00033516,10973
chr4,cg00036788,8895
chr4,cg00082664,8894
chr4,cg00091953,8895
chr4,cg00130165,8895
chr4,cg00183107,8895
chr4,cg00214668,8861
chr4,cg00322121,8895
chr4,cg00323631,8895
chr4,cg00337658,8894
chr4,cg00373455,8894
chr4,cg00405769,8895
chr4,cg00525145,8895
chr4,cg00531748,8893
chr4,cg00594011,8895
chr4,cg00598866,8857
chr4,cg00629217,10979
chr4,cg00688421,10979
chr4,cg00691999,8895
chr4,cg00705808,8895
chr4,cg00749969,8895
chr4,cg00762029,8894
chr4,cg00770723,8895
chr4,cg00804392,10978
chr4,cg00866215,8895
chr4,cg00873850,8894
chr4,cg00876501,8895
chr4,cg00907756,8895
chr4,cg00911488,8895
chr4,cg00954518,8895
chr4,cg00989765,8893
chr4,cg00990763,8895
chr4,cg01007345,8895
chr4,cg01040779,8895
chr4,cg01101647,8637
chr4,cg01166145,8895
chr4,cg01170486,8895
chr4,cg01181485,8895
chr4,cg01198208,8895
chr4,cg01210909,8895
chr4,cg01232748,8895
chr4,cg01243968,8895
chr4,cg01281776,8895
chr4,cg01298731,8895
chr4,cg01323104,8895
chr4,cg01335372,8895
chr4,cg01337940,8891
chr4,cg01340163,8895
chr4,cg01349053,8895
chr4,cg01404615,10979
chr4,cg01416712,8895
chr4,cg01421943,8895
chr4,cg01454936,8895
chr4,cg01470356,8890
chr4,cg01471384,10979
chr4,cg01477835,8894
chr4,cg01483139,8886
chr4,cg01493016,8895
chr4,cg01515239,8894
chr4,cg01534608,8895
chr4,cg01579706,8893
chr4,cg01585180,8895
chr4,cg01601573,10979
chr4,cg01641771,8895
chr4,cg01655427,8895
chr4,cg01694632,8894
chr4,cg01770333,8851
chr4,cg01783151,8894
chr4,cg01795199,8894
chr4,cg01877606,8895
chr4,cg01880399,8895
chr4,cg01903185,8895
chr4,cg01926348,8895
chr4,cg01962428,8894
chr4,cg01986205,8895
chr4,cg02002231,8894
chr4,cg02010524,8895
chr4,cg02045669,8892
chr4,cg02060717,8895
chr4,cg02092882,8894
chr4,cg02124022,8892
chr4,cg02132458,8894
chr4,cg02137691,8895
chr4,cg02170478,8895
chr4,cg02196651,8895
chr4,cg02196731,8894
chr4,cg02272859,8894
chr4,cg02273436,8895
chr4,cg02336323,8828
chr4,cg02350535,8895
chr4,cg02354388,8895
chr4,cg02355420,8895
chr4,cg02359506,8893
chr4,cg02381898,8895
chr4,cg02382073,8895
chr4,cg02409722,8893
chr4,cg02463418,8895
chr4,cg02525826,8895
chr4,cg02528979,8895
chr4,cg02554315,8895
chr4,cg02596645,8895
chr4,cg02629319,8895
chr4,cg02645970,8895
chr4,cg02657244,8895
chr4,cg02715291,8895
chr4,cg02722188,8895
chr4,cg02723107,8895
chr4,cg02759489,8895
chr4,cg02790486,8895
chr4,cg02796773,8895
chr4,cg02821500,8895
chr4,cg02883198,8895
chr4,cg02951062,8773
chr4,cg02979487,8895
chr4,cg02987906,8895
chr4,cg02998394,8893
chr4,cg02998591,8895
chr4,cg03041109,8895
chr4,cg03045831,8894
chr4,cg03064793,8891
chr4,cg03079208,8895
chr4,cg03098643,10966
chr4,cg03129910,10978
chr4,cg03202804,8895
chr4,cg03218211,8895
chr4,cg03234405,8893
chr4,cg03260566,8894
chr4,cg03262295,8895
chr4,cg03301671,8895
chr4,cg03348475,8865
chr4,cg03371306,10979
chr4,cg03404279,8891
chr4,cg03441993,8895
chr4,cg03476007,8874
chr4,cg03480535,8895
chr4,cg03501075,8895
chr4,cg03504865,8895
chr4,cg03527919,8895
chr4,cg03580236,8895
chr4,cg03629948,8895
chr4,cg03669782,8895
chr4,cg03698980,8894
chr4,cg03729292,8894
chr4,cg03736057,8418
chr4,cg03737475,8894
chr4,cg03738352,8894
chr4,cg03742003,10903
chr4,cg03742238,8894
chr4,cg03790250,8894
chr4,cg03792767,8895
chr4,cg03844826,8894
chr4,cg03860252,8895
chr4,cg03874978,8895
chr4,cg03903991,8894
chr4,cg03910048,8894
chr4,cg03919554,8893
chr4,cg03930088,8888
chr4,cg03941587,8895
chr4,cg03966785,8895
chr4,cg03967431,8894
chr4,cg03973167,8895
chr4,cg04023369,8895
chr4,cg04058932,8895
chr4,cg04084236,8895
chr4,cg04101194,8895
chr4,cg04168185,8895
chr4,cg04173182,8889
chr4,cg04178266,8894
chr4,cg04226903,8895
chr4,cg04231042,8895
chr4,cg04254595,8895
chr4,cg04275490,8869
chr4,cg04276026,8895
chr4,cg04304779,8894
chr4,cg04307531,8895
chr4,cg04322202,8895
chr4,cg04360458,8895
chr4,cg04373334,8895
chr4,cg04380635,8893
chr4,cg04397429,8895
chr4,cg04401986,8895
chr4,cg04402693,8895
chr4,cg04436083,8895
chr4,cg04448477,8894
chr4,cg04450599,8895
chr4,cg04459504,8895
chr4,cg04498580,8895
chr4,cg04525580,8895
chr4,cg04602787,8893
chr4,cg04618230,8895
chr4,cg04641168,8893
chr4,cg04697056,8882
chr4,cg04718987,8895
chr4,cg04742135,8895
chr4,cg04748972,8895
chr4,cg04760602,8895
chr4,cg04762347,8894
chr4,cg04777988,8834
chr4,cg04784842,8894
chr4,cg04864586,8895
chr4,cg04931582,8893
chr4,cg04965141,8866
chr4,cg04966779,8891
chr4,cg05039671,8895
chr4,cg05044401,8895
chr4,cg05050042,8893
chr4,cg05050944,8895
chr4,cg05052463,8895
chr4,cg05063339,8895
chr4,cg05075308,8895
chr4,cg05118638,8895
chr4,cg05126138,8895
chr4,cg05132150,8879
chr4,cg05164933,8895
chr4,cg05191076,8895
chr4,cg05196820,8893
chr4,cg05203875,8895
chr4,cg05205842,8895
chr4,cg05206789,8847
chr4,cg05241277,8894
chr4,cg05246887,8895
chr4,cg05256902,8894
chr4,cg05287690,10978
chr4,cg05300158,8895
chr4,cg05311119,8895
chr4,cg05316864,8895
chr4,cg05321808,8880
chr4,cg05323533,8895
chr4,cg05333968,8895
chr4,cg05340395,8893
chr4,cg05354432,10979
chr4,cg05361366,8891
chr4,cg05492387,8676
chr4,cg05501617,8895
chr4,cg05516423,8889
chr4,cg05519431,8895
chr4,cg05562080,8894
chr4,cg05607271,8895
chr4,cg05647891,8894
chr4,cg05658107,8895
chr4,cg05722504,8895
chr4,cg05723219,8872
chr4,cg05754435,8895
chr4,cg05754631,10978
chr4,cg05774801,10979
chr4,cg05780074,8893
chr4,cg05786661,8895
chr4,cg05790658,8895
chr4,cg05834036,8885
chr4,cg05874561,8895
chr4,cg05894124,8888
chr4,cg05994794,8894
chr4,cg06015060,8895
chr4,cg06015993,8894
chr4,cg06037943,8895
chr4,cg06044899,10979
chr4,cg06070644,8895
chr4,cg06080688,8895
chr4,cg06085011,8895
chr4,cg06109664,8425
chr4,cg06158944,8895
chr4,cg06191571,8895
chr4,cg06270074,8822
chr4,cg06286962,8895
chr4,cg06318853,2116
chr4,cg06341779,8895
chr4,cg06343987,8880
chr4,cg06408078,8895
chr4,cg06415582,8895
chr4,cg06427054,8895
chr4,cg06483432,8895
chr4,cg06495586,8895
chr4,cg06500120,8895
chr4,cg06549216,8895
chr4,cg06561741,8895
chr4,cg06617834,8895
chr4,cg06622379,8892
chr4,cg06634862,8895
chr4,cg06695338,8871
chr4,cg06719495,8893
chr4,cg06733281,8895
chr4,cg06769820,8893
chr4,cg06795971,8895
chr4,cg06798642,8895
chr4,cg06855485,8895
chr4,cg06883949,8895
chr4,cg06887260,8895
chr4,cg06922352,8895
chr4,cg06973595,8894
chr4,cg07018106,8895
chr4,cg07068756,8895
chr4,cg07074416,8895
chr4,cg07080653,8895
chr4,cg07098391,8895
chr4,cg07156814,8893
chr4,cg07181349,2117
chr4,cg07190752,8894
chr4,cg07196207,8895
chr4,cg07266616,8895
chr4,cg07278705,8895
chr4,cg07290920,8894
chr4,cg07324172,8748
chr4,cg07360692,2117
chr4,cg07478397,8895
chr4,cg07493516,8895
chr4,cg07522639,8432
chr4,cg07534099,8894
chr4,cg07562742,8870
chr4,cg07578695,8895
chr4,cg07630238,8895
chr4,cg07634516,8895
chr4,cg07668908,8630
chr4,cg07680129,8895
chr4,cg07694025,10978
chr4,cg07698674,8895
chr4,cg07698901,8891
chr4,cg07701375,8893
chr4,cg07711036,8895
chr4,cg07731916,10527
chr4,cg07768107,8895
chr4,cg07777349,8895
chr4,cg07781988,8895
chr4,cg07849581,8894
chr4,cg07852513,8895
chr4,cg07853246,8895
chr4,cg07859799,8895
chr4,cg07889938,8895
chr4,cg07893544,8895
chr4,cg07907386,8895
chr4,cg07940428,8895
chr4,cg07954844,8895
chr4,cg07999845,8893
chr4,cg08038052,8895
chr4,cg08062484,8895
chr4,cg08064683,8895
chr4,cg08070200,8894
chr4,cg08074962,8895
chr4,cg08100122,8895
chr4,cg08118646,8895
chr4,cg08145949,8895
chr4,cg08193714,8895
chr4,cg08197287,8888
chr4,cg08222291,8894
chr4,cg08224066,8631
chr4,cg08273672,8895
chr4,cg08286012,8895
chr4,cg08288016,8894
chr4,cg08317058,8895
chr4,cg08319991,10978
chr4,cg08341316,8895
chr4,cg08368094,8895
chr4,cg08415391,8895
chr4,cg08421768,8893
chr4,cg08428452,8895
chr4,cg08460812,8895
chr4,cg08515869,8895
chr4,cg08519853,8895
chr4,cg08530497,8895
chr4,cg08575049,8895
chr4,cg08644023,8895
chr4,cg08683790,8894
chr4,cg08741531,8895
chr4,cg08784334,8895
chr4,cg08874747,8895
chr4,cg08924430,10978
chr4,cg09009536,8895
chr4,cg09029046,8895
chr4,cg09070522,8895
chr4,cg09084892,8895
chr4,cg09108314,8895
chr4,cg09111071,8895
chr4,cg09112514,8895
chr4,cg09146695,10970
chr4,cg09157302,8895
chr4,cg09183840,8894
chr4,cg09234297,8895
chr4,cg09238520,8892
chr4,cg09270434,8895
chr4,cg09295382,8895
chr4,cg09308829,8895
chr4,cg09355803,8895
chr4,cg09381178,8895
chr4,cg09457801,8895
chr4,cg09511237,8895
chr4,cg09526693,10977
chr4,cg09575242,8895
chr4,cg09576124,8895
chr4,cg09632907,8895
chr4,cg09655782,8880
chr4,cg09666717,8875
chr4,cg09681089,8890
chr4,cg09764206,8895
chr4,cg09781944,8895
chr4,cg09788843,8895
chr4,cg09797433,8887
chr4,cg09845184,8895
chr4,cg09906193,8895
chr4,cg09915299,8894
chr4,cg09921610,8895
chr4,cg09963123,10977
chr4,cg09987789,8895
chr4,cg10010780,8895
chr4,cg10031614,8895
chr4,cg10058464,8895
chr4,cg10087973,8895
chr4,cg10192893,8895
chr4,cg10218799,8895
chr4,cg10227830,8895
chr4,cg10227863,8895
chr4,cg10236503,8895
chr4,cg10248878,8895
chr4,cg10249132,8895
chr4,cg10250534,8895
chr4,cg10318528,8893
chr4,cg10322724,8894
chr4,cg10334354,8894
chr4,cg10338518,8895
chr4,cg10380019,8895
chr4,cg10399929,8895
chr4,cg10492953,8894
chr4,cg10537927,8894
chr4,cg10541534,8894
chr4,cg10603296,8895
chr4,cg10621597,8895
chr4,cg10663078,8895
chr4,cg10731073,8895
chr4,cg10737455,8894
chr4,cg10740902,8895
chr4,cg10773526,8895
chr4,cg10783050,8895
chr4,cg10790791,8895
chr4,cg10858353,8892
chr4,cg10858909,8895
chr4,cg10873507,8895
chr4,cg10890681,8893
chr4,cg10896676,8895
chr4,cg10935626,8895
chr4,cg10942078,8894
chr4,cg10947633,8895
chr4,cg10978346,2109
chr4,cg10985479,8895
chr4,cg11034191,8895
chr4,cg11037477,8895
chr4,cg11046315,8894
chr4,cg11100798,8894
chr4,cg11113607,8895
chr4,cg11117633,8895
chr4,cg11143953,8886
chr4,cg11251499,8895
chr4,cg11305677,8895
chr4,cg11327857,8893
chr4,cg11332163,8895
chr4,cg11354906,10979
chr4,cg11366178,8895
chr4,cg11396712,8895
chr4,cg11410731,8894
chr4,cg11465971,2116
chr4,cg11467638,8667
chr4,cg11468363,8895
chr4,cg11505338,8895
chr4,cg11512859,8895
chr4,cg11545838,8894
chr4,cg11570347,8895
chr4,cg11576176,8538
chr4,cg11580948,8895
chr4,cg11777515,8890
chr4,cg11777917,8894
chr4,cg11784578,8895
chr4,cg11807829,8895
chr4,cg11856821,8892
chr4,cg11857921,8895
chr4,cg11877384,8895
chr4,cg11903057,10979
chr4,cg11935854,8895
chr4,cg11939399,8895
chr4,cg11972666,8895
chr4,cg11972708,8895
chr4,cg11984971,8895
chr4,cg12007192,8895
chr4,cg12049949,8895
chr4,cg12058185,8894
chr4,cg12087412,8895
chr4,cg12114584,8895
chr4,cg12134900,8822
chr4,cg12271317,8892
chr4,cg12303160,8895
chr4,cg12306086,8895
chr4,cg12319534,8894
chr4,cg12341047,8895
chr4,cg12360424,8895
chr4,cg12371169,8895
chr4,cg12416561,8893
chr4,cg12453504,8895
chr4,cg12463110,8895
chr4,cg12528713,8895
chr4,cg12529273,8895
chr4,cg12623364,8895
chr4,cg12630714,8895
chr4,cg12632152,8893
chr4,cg12635606,8895
chr4,cg12647643,10979
chr4,cg12682684,8895
chr4,cg12710519,8895
chr4,cg12769506,8895
chr4,cg12780322,10978
chr4,cg12817260,8895
chr4,cg12828819,8893
chr4,cg12845923,8895
chr4,cg12847279,8894
chr4,cg12856541,8893
chr4,cg12857541,8895
chr4,cg12881854,8895
chr4,cg12918009,8895
chr4,cg12923613,8895
chr4,cg12977548,8814
chr4,cg12984223,8895
chr4,cg12989463,8895
chr4,cg12997579,8893
chr4,cg13002939,10979
chr4,cg13078140,8895
chr4,cg13117164,8895
chr4,cg13131329,8895
chr4,cg13139972,8895
chr4,cg13152856,8895
chr4,cg13281139,8895
chr4,cg13332326,8895
chr4,cg13357229,8895
chr4,cg13365781,8895
chr4,cg13440296,8893
chr4,cg13454542,8895
chr4,cg13469425,8893
chr4,cg13485685,8895
chr4,cg13495204,8893
chr4,cg13496270,8895
chr4,cg13500194,8895
chr4,cg13506653,8891
chr4,cg13572539,8895
chr4,cg13615338,8895
chr4,cg13618604,8763
chr4,cg13620799,8895
chr4,cg13625875,8767
chr4,cg13646020,8891
chr4,cg13701273,2089
chr4,cg13732865,8895
chr4,cg13742182,8895
chr4,cg13743387,8892
chr4,cg13755144,8895
chr4,cg13755796,8894
chr4,cg13781843,8895
chr4,cg13796804,8895
chr4,cg13843773,10977
chr4,cg13883904,8672
chr4,cg13943333,8866
chr4,cg14007458,8895
chr4,cg14016057,8895
chr4,cg14039968,8895
chr4,cg14049615,8894
chr4,cg14063488,8863
chr4,cg14094333,8895
chr4,cg14129775,8895
chr4,cg14197923,10979
chr4,cg14201545,8892
chr4,cg14209344,8894
chr4,cg14272573,8895
chr4,cg14289246,8895
chr4,cg14323109,10979
chr4,cg14325123,8875
chr4,cg14330641,8895
chr4,cg14330655,8894
chr4,cg14349667,8895
chr4,cg14373456,8895
chr4,cg14386496,8182
chr4,cg14394265,8895
chr4,cg14399850,8895
chr4,cg14435644,8895
chr4,cg14454094,8895
chr4,cg14647451,8895
chr4,cg14686113,8895
chr4,cg14703482,8895
chr4,cg14724298,8895
chr4,cg14755019,8895
chr4,cg14777772,8895
chr4,cg14810013,8895
chr4,cg14833626,8895
chr4,cg14848077,8894
chr4,cg14872260,8891
chr4,cg14887335,8895
chr4,cg14953026,8895
chr4,cg14972143,10826
chr4,cg14988083,8895
chr4,cg15032098,8895
chr4,cg15048078,8893
chr4,cg15105154,8893
chr4,cg15128226,8894
chr4,cg15148757,8894
chr4,cg15282018,8895
chr4,cg15394998,8895
chr4,cg15436606,8875
chr4,cg15469350,8895
chr4,cg15542784,8895
chr4,cg15543566,8895
chr4,cg15561778,8895
chr4,cg15567298,8895
chr4,cg15697036,8895
chr4,cg15774137,8894
chr4,cg15795630,8895
chr4,cg15811435,8895
chr4,cg15815948,8895
chr4,cg15840256,8895
chr4,cg15874062,8895
chr4,cg15894948,8895
chr4,cg15990216,8895
chr4,cg16012041,8895
chr4,cg16026922,8895
chr4,cg16080746,8895
chr4,cg16090392,10977
chr4,cg16142306,8895
chr4,cg16144348,8895
chr4,cg16170181,8894
chr4,cg16248329,8895
chr4,cg16252889,8895
chr4,cg16288997,8895
chr4,cg16318271,8892
chr4,cg16363447,8894
chr4,cg16406708,8895
